Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-03 00:00:00-05:00,305.0,339.0,305.0,315.0,4846,0.0,0.0
2020-03-04 00:00:00-05:00,316.0,368.0,315.5,367.0,4211,0.0,0.0
2020-03-05 00:00:00-05:00,353.0,381.0,352.0,367.0,3981,0.0,0.0
2020-03-06 00:00:00-05:00,353.0,364.0,329.0,336.0,4340,0.0,0.0
2020-03-09 00:00:00-04:00,323.0,324.0,300.0,301.0,3506,0.0,0.0
2020-03-10 00:00:00-04:00,311.0,320.8999938964844,307.0,315.0,4499,0.0,0.0
2020-03-11 00:00:00-04:00,308.0,308.0,274.0,276.0,4516,0.0,0.0
2020-03-12 00:00:00-04:00,260.0,266.0,250.0,251.0,3461,0.0,0.0
2020-03-13 00:00:00-04:00,250.0,259.0,221.0,230.0,4323,0.0,0.0
2020-03-16 00:00:00-04:00,216.0,220.0,159.5,162.0,6427,0.0,0.0
2020-03-17 00:00:00-04:00,173.0,182.5,150.0,179.0,6128,0.0,0.0
2020-03-18 00:00:00-04:00,170.0,179.0,150.0,152.0,4009,0.0,0.0
2020-03-19 00:00:00-04:00,152.0,161.0,149.0,155.0,4975,0.0,0.0
2020-03-20 00:00:00-04:00,156.0,165.39999389648438,138.0,139.0,17419,0.0,0.0
2020-03-23 00:00:00-04:00,143.0,159.0,136.5,155.0,3636,0.0,0.0
2020-03-24 00:00:00-04:00,170.0,175.0,159.0,162.0,3588,0.0,0.0
2020-03-25 00:00:00-04:00,164.0,170.0,151.0,153.0,4888,0.0,0.0
2020-03-26 00:00:00-04:00,161.0,173.0,153.0,173.0,4414,0.0,0.0
2020-03-27 00:00:00-04:00,170.0,170.0,152.0,153.0,2138,0.0,0.0
2020-03-30 00:00:00-04:00,156.0,158.10000610351562,138.0,138.0,3188,0.0,0.0
2020-03-31 00:00:00-04:00,146.0,155.0,134.0,136.0,4542,0.0,0.0
2020-04-01 00:00:00-04:00,131.0,139.0,121.0,122.0,3836,0.0,0.0
2020-04-02 00:00:00-04:00,124.0,132.0,119.0,121.0,5958,0.0,0.0
2020-04-03 00:00:00-04:00,119.0,123.0,111.0,115.0,5445,0.0,0.0
2020-04-06 00:00:00-04:00,122.0,154.0,121.0,152.0,8692,0.0,0.0
2020-04-07 00:00:00-04:00,155.0,191.0,150.0,155.0,11694,0.0,0.0
2020-04-08 00:00:00-04:00,159.0,176.5,152.0,157.0,8523,0.0,0.0
2020-04-09 00:00:00-04:00,165.0,276.0,165.0,221.0,21693,0.0,0.0
2020-04-13 00:00:00-04:00,225.0,232.0,198.0,211.0,5483,0.0,0.0
2020-04-14 00:00:00-04:00,217.0,223.0,207.0,212.0,4085,0.0,0.0
2020-04-15 00:00:00-04:00,207.0,210.0,183.5,187.0,4386,0.0,0.0
2020-04-16 00:00:00-04:00,192.0,201.0,187.6999969482422,201.0,7810,0.0,0.0
2020-04-17 00:00:00-04:00,205.0,210.0,188.0,191.0,3421,0.0,0.0
2020-04-20 00:00:00-04:00,195.0,198.0,187.0,191.0,2967,0.0,0.0
2020-04-21 00:00:00-04:00,188.0,188.0,171.0,176.0,2987,0.0,0.0
2020-04-22 00:00:00-04:00,179.0,190.0,178.5,185.0,1984,0.0,0.0
2020-04-23 00:00:00-04:00,187.0,188.0,168.5,172.0,2097,0.0,0.0
2020-04-24 00:00:00-04:00,175.0,177.89999389648438,158.0,167.0,3208,0.0,0.0
2020-04-27 00:00:00-04:00,169.0,176.0,159.5,166.0,4756,0.0,0.0
2020-04-28 00:00:00-04:00,173.0,178.5,165.0,174.0,4302,0.0,0.0
2020-04-29 00:00:00-04:00,182.0,198.0,177.0,195.0,5188,0.0,0.0
2020-04-30 00:00:00-04:00,190.0,190.0,173.0,179.0,2906,0.0,0.0
2020-05-01 00:00:00-04:00,172.0,177.39999389648438,165.0,169.0,2475,0.0,0.0
2020-05-04 00:00:00-04:00,168.0,169.0,159.0,165.0,2071,0.0,0.0
2020-05-05 00:00:00-04:00,171.0,182.0,156.0,160.0,2804,0.0,0.0
2020-05-06 00:00:00-04:00,160.0,165.3000030517578,152.0,156.0,3537,0.0,0.0
2020-05-07 00:00:00-04:00,150.0,159.0,150.0,152.0,2901,0.0,0.0
2020-05-08 00:00:00-04:00,158.0,162.0,151.0,161.0,2649,0.0,0.0
2020-05-11 00:00:00-04:00,162.0,163.0,151.0,154.0,4161,0.0,0.0
2020-05-12 00:00:00-04:00,154.0,155.5,143.0,150.0,5215,0.0,0.0
2020-05-13 00:00:00-04:00,149.0,150.0,131.0,132.0,4046,0.0,0.0
2020-05-14 00:00:00-04:00,135.0,135.0,127.0,128.0,5165,0.0,0.0
2020-05-15 00:00:00-04:00,129.0,136.0,125.0,133.0,6136,0.0,0.0
2020-05-18 00:00:00-04:00,141.0,148.0,132.0,138.0,6051,0.0,0.0
2020-05-19 00:00:00-04:00,135.0,138.0,129.0,130.0,4971,0.0,0.0
2020-05-20 00:00:00-04:00,135.0,135.0,125.0,129.0,5332,0.0,0.0
2020-05-21 00:00:00-04:00,130.0,134.0,126.0,128.0,2687,0.0,0.0
2020-05-22 00:00:00-04:00,130.0,131.0,125.0,129.0,4182,0.0,0.0
2020-05-26 00:00:00-04:00,133.0,155.0,132.5,150.0,13192,0.0,0.0
2020-05-27 00:00:00-04:00,163.0,186.0,160.0,180.0,16076,0.0,0.0
2020-05-28 00:00:00-04:00,190.0,193.0,162.0,165.0,7131,0.0,0.0
2020-05-29 00:00:00-04:00,166.0,166.1999969482422,150.0,155.0,4701,0.0,0.0
2020-06-01 00:00:00-04:00,157.0,163.0,145.0,145.0,6876,0.0,0.0
2020-06-02 00:00:00-04:00,151.0,153.0,136.0,141.0,12109,0.0,0.0
2020-06-03 00:00:00-04:00,147.0,155.0,142.0,149.0,10430,0.0,0.0
2020-06-04 00:00:00-04:00,148.0,157.1999969482422,139.0,152.0,15161,0.0,0.0
2020-06-05 00:00:00-04:00,158.0,212.0,157.0,184.0,19779,0.0,0.0
2020-06-08 00:00:00-04:00,202.0,208.0,184.0,197.0,14656,0.0,0.0
2020-06-09 00:00:00-04:00,187.0,196.0,176.0,193.0,6591,0.0,0.0
2020-06-10 00:00:00-04:00,193.0,193.89999389648438,174.0,181.0,5264,0.0,0.0
2020-06-11 00:00:00-04:00,168.0,173.0,162.0,171.0,8466,0.0,0.0
2020-06-12 00:00:00-04:00,176.0,194.0,164.0,168.0,6701,0.0,0.0
2020-06-15 00:00:00-04:00,160.0,174.0,150.0,167.0,5577,0.0,0.0
2020-06-16 00:00:00-04:00,180.0,181.5,165.0,165.0,4769,0.0,0.0
2020-06-17 00:00:00-04:00,164.0,168.0,152.0,160.0,8213,0.0,0.0
2020-06-18 00:00:00-04:00,163.0,166.0,154.0,157.0,3693,0.0,0.0
2020-06-19 00:00:00-04:00,161.0,170.0,159.0,170.0,10897,0.0,0.0
2020-06-22 00:00:00-04:00,173.0,174.0,154.5,162.0,8090,0.0,0.0
2020-06-23 00:00:00-04:00,168.0,169.0,156.0,169.0,7441,0.0,0.0
2020-06-24 00:00:00-04:00,163.0,163.0,152.0,162.0,8224,0.0,0.0
2020-06-25 00:00:00-04:00,153.0,158.0,152.0,157.0,9339,0.0,0.0
2020-06-26 00:00:00-04:00,156.0,156.5,140.0,145.0,45708,0.0,0.0
2020-06-29 00:00:00-04:00,148.0,164.0,145.0,158.0,9736,0.0,0.0
2020-06-30 00:00:00-04:00,172.0,172.0,154.0,160.0,5462,0.0,0.0
2020-07-01 00:00:00-04:00,156.0,173.0,156.0,173.0,4662,0.0,0.0
2020-07-02 00:00:00-04:00,173.0,196.5,171.0,191.0,18070,0.0,0.0
2020-07-06 00:00:00-04:00,193.0,194.6999969482422,171.0,179.0,6236,0.0,0.0
2020-07-07 00:00:00-04:00,179.0,184.0,171.0,176.0,3874,0.0,0.0
2020-07-08 00:00:00-04:00,175.0,192.5,174.0,185.0,6390,0.0,0.0
2020-07-09 00:00:00-04:00,189.0,189.0,180.0,187.0,5889,0.0,0.0
2020-07-10 00:00:00-04:00,189.0,272.0,187.0,243.0,24580,0.0,0.0
2020-07-13 00:00:00-04:00,250.0,250.0,199.5,203.0,15716,0.0,0.0
2020-07-14 00:00:00-04:00,205.0,205.0,175.0,180.0,10365,0.0,0.0
2020-07-15 00:00:00-04:00,191.0,246.0,189.0,229.0,22654,0.0,0.0
2020-07-16 00:00:00-04:00,226.0,227.0,206.0,220.0,12213,0.0,0.0
2020-07-17 00:00:00-04:00,268.0,283.0,246.0,251.0,32304,0.0,0.0
2020-07-20 00:00:00-04:00,247.0,247.0,213.5,219.0,16805,0.0,0.0
2020-07-21 00:00:00-04:00,221.0,222.0,201.0,217.0,13560,0.0,0.0
2020-07-22 00:00:00-04:00,211.0,218.0,209.0,215.0,4338,0.0,0.0
2020-07-23 00:00:00-04:00,207.0,222.0,207.0,216.0,6379,0.0,0.0
2020-07-24 00:00:00-04:00,212.0,214.5,205.0,211.0,3686,0.0,0.0
2020-07-27 00:00:00-04:00,210.0,211.0,198.0,201.0,4425,0.0,0.0
2020-07-28 00:00:00-04:00,198.0,202.0,191.5,193.0,4597,0.0,0.0
2020-07-29 00:00:00-04:00,194.0,212.5,191.0,208.0,5175,0.0,0.0
2020-07-30 00:00:00-04:00,204.0,208.0,196.0,203.0,3297,0.0,0.0
2020-07-31 00:00:00-04:00,201.0,212.0,193.0,212.0,7404,0.0,0.0
2020-08-03 00:00:00-04:00,212.0,214.0,195.0,200.0,4178,0.0,0.0
2020-08-04 00:00:00-04:00,200.0,220.0,198.89999389648438,211.0,7392,0.0,0.0
2020-08-05 00:00:00-04:00,215.0,229.5,210.0,225.0,9677,0.0,0.0
2020-08-06 00:00:00-04:00,225.0,225.0,206.0,217.0,5385,0.0,0.0
2020-08-07 00:00:00-04:00,214.0,229.0,214.0,224.0,2417,0.0,0.0
2020-08-10 00:00:00-04:00,225.0,237.0,221.0,224.0,4514,0.0,0.0
2020-08-11 00:00:00-04:00,232.0,239.0,225.0,232.0,4537,0.0,0.0
2020-08-12 00:00:00-04:00,234.0,239.0,218.0,230.0,4107,0.0,0.0
2020-08-13 00:00:00-04:00,228.0,233.0,225.0,230.0,2031,0.0,0.0
2020-08-14 00:00:00-04:00,226.0,240.0,226.0,236.0,3556,0.0,0.0
2020-08-17 00:00:00-04:00,236.0,236.0,226.0,233.0,2908,0.0,0.0
2020-08-18 00:00:00-04:00,230.0,235.0,221.0,229.0,4017,0.0,0.0
2020-08-19 00:00:00-04:00,224.0,233.0,221.0,228.0,2998,0.0,0.0
2020-08-20 00:00:00-04:00,224.0,235.0,224.0,231.0,3483,0.0,0.0
2020-08-21 00:00:00-04:00,229.0,232.39999389648438,218.0,227.0,5526,0.0,0.0
2020-08-24 00:00:00-04:00,222.0,237.0,219.0,236.0,6125,0.0,0.0
2020-08-25 00:00:00-04:00,236.0,247.0,228.0,232.0,4988,0.0,0.0
2020-08-26 00:00:00-04:00,236.0,245.0,231.0,233.0,3401,0.0,0.0
2020-08-27 00:00:00-04:00,235.0,241.0,233.10000610351562,238.0,1695,0.0,0.0
2020-08-28 00:00:00-04:00,235.0,245.0,231.0,241.0,4320,0.0,0.0
2020-08-31 00:00:00-04:00,241.0,245.0,228.0,228.0,5884,0.0,0.0
2020-09-01 00:00:00-04:00,228.0,236.0,221.0,232.0,2937,0.0,0.0
2020-09-02 00:00:00-04:00,229.0,235.0,219.0,231.0,4855,0.0,0.0
2020-09-03 00:00:00-04:00,199.0,227.0,196.0,226.0,8000,0.0,0.0
2020-09-04 00:00:00-04:00,232.0,270.0,228.0,245.0,13753,0.0,0.0
2020-09-08 00:00:00-04:00,245.0,280.0,241.0,266.0,9230,0.0,0.0
2020-09-09 00:00:00-04:00,271.0,276.0,264.0,273.0,4194,0.0,0.0
2020-09-10 00:00:00-04:00,270.0,274.0,261.0,261.0,7485,0.0,0.0
2020-09-11 00:00:00-04:00,260.0,260.0,244.0,257.0,4692,0.0,0.0
2020-09-14 00:00:00-04:00,257.0,260.5,235.0,238.0,6049,0.0,0.0
2020-09-15 00:00:00-04:00,238.0,238.0,223.0,228.0,5359,0.0,0.0
2020-09-16 00:00:00-04:00,228.0,231.0,218.0,228.0,4513,0.0,0.0
2020-09-17 00:00:00-04:00,227.0,227.5,213.0,225.0,4616,0.0,0.0
2020-09-18 00:00:00-04:00,224.0,225.0,207.5,219.0,21495,0.0,0.0
2020-09-21 00:00:00-04:00,217.0,250.0,206.5,240.0,7965,0.0,0.0
2020-09-22 00:00:00-04:00,238.0,249.0,232.0,246.0,3659,0.0,0.0
2020-09-23 00:00:00-04:00,247.0,270.0,245.0,247.0,4197,0.0,0.0
2020-09-24 00:00:00-04:00,244.0,253.0,234.0,235.0,2219,0.0,0.0
2020-09-25 00:00:00-04:00,235.0,249.0,233.0,246.0,1634,0.0,0.0
2020-09-28 00:00:00-04:00,241.0,256.0,241.0,255.0,2127,0.0,0.0
2020-09-29 00:00:00-04:00,255.0,256.0,243.0,244.0,2212,0.0,0.0
2020-09-30 00:00:00-04:00,237.0,263.0,237.0,258.0,2729,0.0,0.0
2020-10-01 00:00:00-04:00,258.0,277.0,258.0,269.0,2875,0.0,0.0
2020-10-02 00:00:00-04:00,259.0,280.0,255.0,278.0,3098,0.0,0.0
2020-10-05 00:00:00-04:00,280.0,289.0,263.0,265.0,4032,0.0,0.0
2020-10-06 00:00:00-04:00,274.0,274.0,253.0,256.0,2845,0.0,0.0
2020-10-07 00:00:00-04:00,255.0,265.0,251.39999389648438,260.0,2877,0.0,0.0
2020-10-08 00:00:00-04:00,258.0,268.0,258.0,265.0,1823,0.0,0.0
2020-10-09 00:00:00-04:00,269.0,273.0,264.0,264.0,1550,0.0,0.0
2020-10-12 00:00:00-04:00,267.0,270.0,260.0,265.0,1610,0.0,0.0
2020-10-13 00:00:00-04:00,264.0,274.0,261.0,268.0,1651,0.0,0.0
2020-10-14 00:00:00-04:00,270.0,276.0,263.0,264.0,1192,0.0,0.0
2020-10-15 00:00:00-04:00,264.0,272.0,260.70001220703125,270.0,1136,0.0,0.0
2020-10-16 00:00:00-04:00,271.0,278.0,260.0,261.0,1059,0.0,0.0
2020-10-19 00:00:00-04:00,262.0,267.0,255.0,258.0,1455,0.0,0.0
2020-10-20 00:00:00-04:00,260.0,261.5,248.0,252.0,1684,0.0,0.0
2020-10-21 00:00:00-04:00,254.0,254.0,234.0,234.0,3556,0.0,0.0
2020-10-22 00:00:00-04:00,232.0,235.0,219.0,232.0,3063,0.0,0.0
2020-10-23 00:00:00-04:00,234.0,243.0,230.0,240.0,1354,0.0,0.0
2020-10-26 00:00:00-04:00,240.0,243.0,222.0,223.0,2049,0.0,0.0
2020-10-27 00:00:00-04:00,222.0,230.0,212.0,217.0,2487,0.0,0.0
2020-10-28 00:00:00-04:00,214.0,217.5,210.0,215.0,1800,0.0,0.0
2020-10-29 00:00:00-04:00,216.0,224.0,212.0,216.0,2320,0.0,0.0
2020-10-30 00:00:00-04:00,222.0,231.0,216.0,230.0,5096,0.0,0.0
2020-11-02 00:00:00-05:00,238.0,253.0,232.0,247.0,3056,0.0,0.0
2020-11-03 00:00:00-05:00,248.0,259.0,247.0,249.0,2735,0.0,0.0
2020-11-04 00:00:00-05:00,245.0,247.0,231.0,231.0,1211,0.0,0.0
2020-11-05 00:00:00-05:00,235.0,248.0,235.0,245.0,810,0.0,0.0
2020-11-06 00:00:00-05:00,251.0,256.0,238.0,247.0,1796,0.0,0.0
2020-11-09 00:00:00-05:00,267.0,287.0,263.0,277.0,5190,0.0,0.0
2020-11-10 00:00:00-05:00,279.0,320.0,278.0,315.0,6198,0.0,0.0
2020-11-11 00:00:00-05:00,313.0,377.0,298.0,359.0,5343,0.0,0.0
2020-11-12 00:00:00-05:00,352.0,362.0,331.0,336.0,4235,0.0,0.0
2020-11-13 00:00:00-05:00,336.0,363.0,336.0,358.0,3500,0.0,0.0
2020-11-16 00:00:00-05:00,371.0,377.0,346.0,349.0,5017,0.0,0.0
2020-11-17 00:00:00-05:00,338.0,358.20001220703125,334.0,338.0,2719,0.0,0.0
2020-11-18 00:00:00-05:00,338.0,351.0,336.0,346.0,3938,0.0,0.0
2020-11-19 00:00:00-05:00,348.0,369.0,341.0,362.0,1572,0.0,0.0
2020-11-20 00:00:00-05:00,359.0,383.0,357.0,379.0,2509,0.0,0.0
2020-11-23 00:00:00-05:00,380.0,392.0,380.0,385.0,2756,0.0,0.0
2020-11-24 00:00:00-05:00,393.0,400.0,385.29998779296875,395.0,2325,0.0,0.0
2020-11-25 00:00:00-05:00,395.0,395.0,361.0,369.0,2672,0.0,0.0
2020-11-27 00:00:00-05:00,370.0,377.1000061035156,360.0,364.0,2050,0.0,0.0
2020-11-30 00:00:00-05:00,361.0,374.5,351.0,363.0,2186,0.0,0.0
2020-12-01 00:00:00-05:00,367.0,369.0,337.0,349.0,1882,0.0,0.0
2020-12-02 00:00:00-05:00,339.0,360.5,333.0,352.0,2034,0.0,0.0
2020-12-03 00:00:00-05:00,352.0,353.0,345.0,350.0,1149,0.0,0.0
2020-12-04 00:00:00-05:00,347.0,354.0,346.0,352.0,2835,0.0,0.0
2020-12-07 00:00:00-05:00,358.0,358.0,345.0,347.0,2574,0.0,0.0
2020-12-08 00:00:00-05:00,370.0,400.0,364.0,379.0,12075,0.0,0.0
2020-12-09 00:00:00-05:00,381.0,429.0,381.0,404.0,11354,0.0,0.0
2020-12-10 00:00:00-05:00,400.0,412.0,368.0,375.0,8978,0.0,0.0
2020-12-11 00:00:00-05:00,373.0,375.0,356.0,368.0,3093,0.0,0.0
2020-12-14 00:00:00-05:00,373.0,392.0,345.0,360.0,4260,0.0,0.0
2020-12-15 00:00:00-05:00,360.0,379.0,357.20001220703125,376.0,1911,0.0,0.0
2020-12-16 00:00:00-05:00,376.0,387.0,367.1000061035156,386.0,1838,0.0,0.0
2020-12-17 00:00:00-05:00,386.0,402.0,382.0,400.0,2416,0.0,0.0
2020-12-18 00:00:00-05:00,400.0,434.0,400.0,415.0,9651,0.0,0.0
2020-12-21 00:00:00-05:00,430.0,454.0,423.0,451.0,7626,0.0,0.0
2020-12-22 00:00:00-05:00,452.0,485.0,452.0,471.0,5633,0.0,0.0
2020-12-23 00:00:00-05:00,475.0,498.0,469.0,492.0,8462,0.0,0.0
2020-12-24 00:00:00-05:00,497.0,521.0,482.0,508.0,4850,0.0,0.0
2020-12-28 00:00:00-05:00,516.0,584.0,510.0,512.0,8223,0.0,0.0
2020-12-29 00:00:00-05:00,563.0,572.0,535.0,545.0,9976,0.0,0.0
2020-12-30 00:00:00-05:00,543.0,553.0,484.0,484.0,5633,0.0,0.0
2020-12-31 00:00:00-05:00,485.0,490.0,462.0,465.0,4983,0.0,0.0
2021-01-04 00:00:00-05:00,462.0,484.0,448.0,460.0,4854,0.0,0.0
2021-01-05 00:00:00-05:00,459.0,521.0,457.0,500.0,5063,0.0,0.0
2021-01-06 00:00:00-05:00,508.0,525.0,478.0,484.0,4586,0.0,0.0
2021-01-07 00:00:00-05:00,486.0,508.0,478.0,480.0,3224,0.0,0.0
2021-01-08 00:00:00-05:00,485.0,493.0,459.0,486.0,4402,0.0,0.0
2021-01-11 00:00:00-05:00,483.0,560.0,473.0,546.0,7385,0.0,0.0
2021-01-12 00:00:00-05:00,541.0,576.0,538.0,544.0,6125,0.0,0.0
2021-01-13 00:00:00-05:00,546.0,550.0,520.0,537.0,6104,0.0,0.0
2021-01-14 00:00:00-05:00,539.0,566.0,539.0,554.0,5006,0.0,0.0
2021-01-15 00:00:00-05:00,554.0,555.0,523.0,531.0,4041,0.0,0.0
2021-01-19 00:00:00-05:00,535.0,540.0,487.0,507.0,8151,0.0,0.0
2021-01-20 00:00:00-05:00,506.0,515.2000122070312,492.0,498.0,4673,0.0,0.0
2021-01-21 00:00:00-05:00,500.0,503.5,484.0,496.0,3124,0.0,0.0
2021-01-22 00:00:00-05:00,491.0,504.0,478.0,490.0,8061,0.0,0.0
2021-01-25 00:00:00-05:00,496.0,549.0,496.0,528.0,4225,0.0,0.0
2021-01-26 00:00:00-05:00,532.0,537.0,496.0,524.0,8031,0.0,0.0
2021-01-27 00:00:00-05:00,517.0,706.5999755859375,517.0,619.0,27172,0.0,0.0
2021-01-28 00:00:00-05:00,652.0,675.0,543.2000122070312,641.0,16465,0.0,0.0
2021-01-29 00:00:00-05:00,637.0,643.0,582.0,586.0,4186,0.0,0.0
2021-02-01 00:00:00-05:00,595.0,652.0,585.0,635.0,9970,0.0,0.0
2021-02-02 00:00:00-05:00,636.0,650.0,612.0,633.0,5861,0.0,0.0
2021-02-03 00:00:00-05:00,630.0,673.0,628.0,657.0,6540,0.0,0.0
2021-02-04 00:00:00-05:00,655.0,707.5,637.0,682.0,12863,0.0,0.0
2021-02-05 00:00:00-05:00,691.0,760.0,676.0,759.0,9463,0.0,0.0
2021-02-08 00:00:00-05:00,762.0,826.0,743.0,756.0,18038,0.0,0.0
2021-02-09 00:00:00-05:00,750.0,761.0,690.0,700.0,5451,0.0,0.0
2021-02-10 00:00:00-05:00,707.0,765.0,673.0,763.0,6067,0.0,0.0
2021-02-11 00:00:00-05:00,784.0,804.0,734.5,791.0,3740,0.0,0.0
2021-02-12 00:00:00-05:00,800.0,826.0,766.0,770.0,4688,0.0,0.0
2021-02-16 00:00:00-05:00,789.0,827.0,750.0,755.0,8117,0.0,0.0
2021-02-17 00:00:00-05:00,761.0,761.0,702.0,703.0,5047,0.0,0.0
2021-02-18 00:00:00-05:00,700.0,703.0,645.0,655.0,6672,0.0,0.0
2021-02-19 00:00:00-05:00,665.0,761.0,665.0,727.0,5329,0.0,0.0
2021-02-22 00:00:00-05:00,743.0,810.0,739.0,764.0,7552,0.0,0.0
2021-02-23 00:00:00-05:00,732.0,732.0,651.4000244140625,679.0,6243,0.0,0.0
2021-02-24 00:00:00-05:00,695.0,732.0,685.0,704.0,4836,0.0,0.0
2021-02-25 00:00:00-05:00,711.0,715.0,646.0,646.0,4608,0.0,0.0
2021-02-26 00:00:00-05:00,642.0,674.0,620.0,647.0,5105,0.0,0.0
2021-03-01 00:00:00-05:00,664.0,752.0,661.0,732.0,6217,0.0,0.0
2021-03-02 00:00:00-05:00,733.0,781.0,733.0,763.0,5174,0.0,0.0
2021-03-03 00:00:00-05:00,770.0,787.0,704.2999877929688,710.0,6811,0.0,0.0
2021-03-04 00:00:00-05:00,702.0,716.0,642.0,682.0,5681,0.0,0.0
2021-03-05 00:00:00-05:00,680.0,711.0,660.0,689.0,5711,0.0,0.0
2021-03-08 00:00:00-05:00,696.0,751.0,696.0,741.0,6827,0.0,0.0
2021-03-09 00:00:00-05:00,679.0,754.0,666.0,714.0,11466,0.0,0.0
2021-03-10 00:00:00-05:00,721.0,830.0,721.0,806.0,11918,0.0,0.0
2021-03-11 00:00:00-05:00,806.0,906.0,801.0,896.0,22147,0.0,0.0
2021-03-12 00:00:00-05:00,897.0,930.0,832.0,889.0,6080,0.0,0.0
2021-03-15 00:00:00-04:00,900.0,954.0,884.0,898.0,10476,0.0,0.0
2021-03-16 00:00:00-04:00,886.0,934.0,864.0,887.0,6857,0.0,0.0
2021-03-17 00:00:00-04:00,880.0,944.0,880.0,925.0,9742,0.0,0.0
2021-03-18 00:00:00-04:00,922.0,939.0,896.0,917.0,6212,0.0,0.0
2021-03-19 00:00:00-04:00,904.0,949.0,898.5,926.0,17046,0.0,0.0
2021-03-22 00:00:00-04:00,938.0,939.0,858.0,871.0,7167,0.0,0.0
2021-03-23 00:00:00-04:00,856.0,866.0,812.0,813.0,5889,0.0,0.0
2021-03-24 00:00:00-04:00,814.0,835.0,760.0,763.0,4953,0.0,0.0
2021-03-25 00:00:00-04:00,744.0,785.0,712.0,776.0,4565,0.0,0.0
2021-03-26 00:00:00-04:00,788.0,810.0,746.0,784.0,3800,0.0,0.0
2021-03-29 00:00:00-04:00,787.0,800.9000244140625,740.0,746.0,3870,0.0,0.0
2021-03-30 00:00:00-04:00,747.0,784.0,741.7999877929688,771.0,3302,0.0,0.0
2021-03-31 00:00:00-04:00,766.0,829.0,753.0,814.0,9208,0.0,0.0
